Caching material files...
DDS only:1953: textures/darkmod/castle/floor/casfloor04
DDS only:1954: textures/darkmod/castle/floor/casfloor04_local
DDS only:1965: textures/darkmod/castle/floor/casfloor04
DDS only:1975: textures/darkmod/mansion/floor/manfloor01
DDS only:1976: textures/darkmod/mansion/floor/manfloor01
DDS only:1977: textures/darkmod/mansion/floor/manfloor01_s
DDS only:1978: textures/darkmod/mansion/floor/manfloor01_local
DDS only:1989: textures/darkmod/mansion/floor/manfloor01
DDS only:1999: textures/darkmod/mansion/floor/manfloor01sh
DDS only:2000: textures/darkmod/mansion/floor/manfloor01sh
DDS only:2001: textures/darkmod/mansion/floor/manfloor01sh_s
DDS only:2012: textures/darkmod/mansion/floor/manfloor01sh
DDS only:2022: textures/darkmod/mansion/floor/manfloor03sh
DDS only:2023: textures/darkmod/mansion/floor/manfloor03sh
DDS only:2024: textures/darkmod/mansion/floor/manfloor01sh_s
DDS only:2035: textures/darkmod/mansion/floor/manfloor03sh
DDS only:2045: textures/darkmod/mansion/floor/manfloor05sh
DDS only:2046: textures/darkmod/mansion/floor/manfloor05sh
DDS only:2047: textures/darkmod/mansion/floor/manfloor01sh_s
DDS only:2058: textures/darkmod/mansion/floor/manfloor05sh
DDS only:2068: textures/darkmod/mansion/floor/manfloor06sh
DDS only:2069: textures/darkmod/mansion/floor/manfloor06sh
DDS only:2070: textures/darkmod/mansion/floor/manfloor01sh_s
DDS only:2081: textures/darkmod/mansion/floor/manfloor06sh
DDS only:2091: textures/darkmod/mansion/floor/manfloor02sh
DDS only:2092: textures/darkmod/mansion/floor/manfloor02sh
DDS only:2093: textures/darkmod/mansion/floor/manfloor01sh_s
DDS only:2104: textures/darkmod/mansion/floor/manfloor02sh
DDS only:2114: textures/darkmod/mansion/floor/manfloor04sh
DDS only:2115: textures/darkmod/mansion/floor/manfloor04sh
DDS only:2116: textures/darkmod/mansion/floor/manfloor01sh_s
DDS only:2127: textures/darkmod/mansion/floor/manfloor04sh
DDS only:2138: textures/darkmod/stone/floor/tiled_009_editor
DDS only:2139: textures/darkmod/stone/floor/tiled_009
DDS only:2140: textures/darkmod/stone/floor/tiled_009_local
DDS only:2151: textures/darkmod/stone/floor/tiled_009
DDS only:2162: textures/darkmod/stone/floor/tiled_010_ed
DDS only:2163: textures/darkmod/stone/floor/tiled_010_d
DDS only:2164: textures/darkmod/stone/floor/tiled_010_local
DDS only:2175: textures/darkmod/stone/floor/tiled_010_d
DDS only:9: textures/darkmod/mansion/wall/manwall02
DDS only:10: textures/darkmod/mansion/wall/manwall02
DDS only:11: textures/darkmod/mansion/wall/manwall02_s
DDS only:12: textures/darkmod/mansion/wall/manwall02_local
DDS only:23: textures/darkmod/mansion/wall/manwall02
DDS only:35: textures/darkmod/ceramic/floor/plaster_002_editor

materials/tdm_ceramic_floor.mtr
DDS only:36: textures/darkmod/ceramic/floor/plaster_002
DDS only:37: textures/darkmod/ceramic/floor/plaster_002_local
DDS only:48: textures/darkmod/ceramic/floor/plaster_002
DDS only:10: textures/darkmod/ceramic/wall/plaster_001_editor

materials/tdm_ceramic_wall.mtr
DDS only:11: textures/darkmod/ceramic/wall/plaster_001
DDS only:12: textures/darkmod/ceramic/wall/plaster_001_local
DDS only:23: textures/darkmod/ceramic/wall/plaster_001
DDS only:34: textures/darkmod/pagan/wall/pagwall01
DDS only:35: textures/darkmod/pagan/wall/pagwall01
Missing:36: textures/darkmod/pagan/wall/pagwall01_s
DDS only:37: textures/darkmod/pagan/wall/pagwall01_local
DDS only:48: textures/darkmod/pagan/wall/pagwall01
DDS only:60: textures/darkmod/pagan/wall/pagwall01a
DDS only:61: textures/darkmod/pagan/wall/pagwall01a
DDS only:62: textures/darkmod/pagan/wall/pagwall01_local
DDS only:73: textures/darkmod/pagan/wall/pagwall01a
DDS only:11: models/darkmod/props/textures/skey1_d
DDS only:23: models/darkmod/props/textures/skey1_d
DDS only:34: models/darkmod/props/textures/gkey1_d
DDS only:46: models/darkmod/props/textures/gkey1_d
DDS only:56: models/darkmod/props/textures/lockpicks_d
DDS only:57: models/darkmod/props/textures/lockpicks_local
DDS only:68: models/darkmod/props/textures/lockpicks_d

materials/keys.mtr
Missing:75: models/darkmod/player_equipment/lockpick_bent_inv_icon
Missing:76: models/darkmod/player_equipment/lockpick_bent_inv_icon
Missing:81: models/darkmod/player_equipment/lockpick_circle_inv_icon
Missing:82: models/darkmod/player_equipment/lockpick_circle_inv_icon
Missing:87: models/darkmod/player_equipment/lockpick_snake_inv_icon
Missing:88: models/darkmod/player_equipment/lockpick_snake_inv_icon
Missing:93: models/darkmod/player_equipment/lockpick_triangle_inv_icon
Missing:94: models/darkmod/player_equipment/lockpick_triangle_inv_icon

materials/tdm_monsters.mtr
Missing:13: models/monsters/lost/skull
Missing:14: models/monsters/lost/skull_local
Missing:15: models/monsters/lost/skull_s
Missing:29: models/monsters/spawn/particle1
Missing:44: models/monsters/lost/lost_fx
Missing:58: models/monsters/lost/skull
Missing:59: models/monsters/lost/skull_local
Missing:60: models/monsters/lost/skull_s
Missing:70: models/monsters/lost/lost_teeth
Missing:74: models/monsters/lost/lost_teeth_b
Missing:75: models/monsters/lost/lost_teeth_s
Missing:85: models/monsters/lost/lost_local
Missing:92: models/monsters/spectre/global_dis
Missing:103: models/monsters/spectre/global_dis
Missing:108: models/monsters/lost/lost
Missing:109: models/monsters/lost/lost_local
Missing:110: models/monsters/lost/lost_s
DDS only:123: models/md5/chars/monsters/spider_queen/spiderqueen_local
DDS only:124: models/md5/chars/monsters/spider_queen/spiderqueen
DDS only:125: models/md5/chars/monsters/spider_queen/spiderqueen_local
DDS only:126: models/md5/chars/monsters/spider_queen/spiderqueen_s
DDS only:139: models/md5/chars/monsters/spider/spider_local
DDS only:140: models/md5/chars/monsters/spider/spider
DDS only:141: models/md5/chars/monsters/spider/spider_s
DDS only:149: models/md5/chars/monsters/spider/spider_local
DDS only:150: models/md5/chars/monsters/spider/spider_yellow
DDS only:151: models/md5/chars/monsters/spider/spider_s
DDS only:159: models/md5/chars/monsters/spider/spider_child_local
DDS only:160: models/md5/chars/monsters/spider/spider_child
DDS only:161: models/md5/chars/monsters/spider/spider_child_s
DDS only:169: models/md5/chars/monsters/spider/spider_local
DDS only:170: models/md5/chars/monsters/spider/spider_black
DDS only:171: models/md5/chars/monsters/spider/spider_s
DDS only:179: models/md5/chars/monsters/spider/spider_local
DDS only:180: models/md5/chars/monsters/spider/spider_pale
DDS only:181: models/md5/chars/monsters/spider/spider_s
DDS only:9: models/md5/chars/nobles/noblewoman/noblebottom_d

materials/tdm_ai_nobles.mtr
Missing:13: models/md5/chars/nobles/noblewoman/noblebottom_local, heightmap( 
DDS only:14: models/md5/chars/nobles/noblewoman/noblebottom_s
DDS only:24: models/md5/chars/nobles/noblewoman/noblebottom_d
DDS only:38: models/md5/chars/nobles/noblewoman/nobletop_d
Missing:42: models/md5/chars/nobles/noblewoman/nobletop2_local, heightmap( 
DDS only:43: models/md5/chars/nobles/noblewoman/nobletop_s
DDS only:53: models/md5/chars/nobles/noblewoman/nobletop_d
DDS only:64: models/md5/chars/nobles/noblewoman/noblehead
DDS only:68: models/md5/chars/nobles/noblewoman/noblehead_local
DDS only:78: models/md5/chars/nobles/noblewoman/noblehead
DDS only:90: models/md5/chars/nobles/noblewoman/noblelegs
DDS only:104: models/md5/chars/nobles/noblewoman/noblelegs
DDS only:119: models/md5/chars/nobles/nobleman/nobleman_upper
DDS only:123: models/md5/chars/nobles/nobleman/nobleman_upper_local
DDS only:124: models/md5/chars/nobles/nobleman/nobleman_upper_s
DDS only:134: models/md5/chars/nobles/nobleman/nobleman_upper
DDS only:146: models/md5/chars/nobles/nobleman/nobleman_lower
DDS only:150: models/md5/chars/nobles/nobleman/nobleman_lower_local
DDS only:151: models/md5/chars/nobles/nobleman/nobleman_lower_s
DDS only:161: models/md5/chars/nobles/nobleman/nobleman_lower
DDS only:173: models/md5/chars/nobles/nobleman/nobleman_green_upper
DDS only:174: models/md5/chars/nobles/nobleman/nobleman_upper_green_local
DDS only:175: models/md5/chars/nobles/nobleman/nobleman_green_upper_s
DDS only:185: models/md5/chars/nobles/nobleman/nobleman_green_upper
DDS only:195: models/md5/chars/nobles/nobleman/nobleman_green_lower
DDS only:196: models/md5/chars/nobles/nobleman/nobleman_lower_local
DDS only:197: models/md5/chars/nobles/nobleman/nobleman_lower_s
DDS only:207: models/md5/chars/nobles/nobleman/nobleman_lower
DDS only:224: models/md5/chars/nobles/nobleman/nobleman_head_d
Missing:228: models/md5/chars/nobles/nobleman/nobleman_head_local, heightmap( 
DDS only:232: models/md5/chars/nobles/nobleman/nobleman_head_d
DDS only:244: models/md5/chars/nobles/nobleman/nobleman_hair_d
DDS only:248: models/md5/chars/nobles/nobleman/nobleman_hair_local
DDS only:249: models/md5/chars/nobles/nobleman/nobleman_hair_s
DDS only:259: models/md5/chars/nobles/nobleman/nobleman_hair_d
DDS only:12: models/darkmod/props/textures/burntw
DDS only:13: models/darkmod/props/textures/burntw_local
DDS only:23: models/darkmod/props/textures/burntw
DDS only:35: models/darkmod/props/textures/grate
DDS only:36: models/darkmod/props/textures/grate_local
DDS only:37: models/darkmod/props/textures/grate_s
DDS only:47: models/darkmod/props/textures/grate
DDS only:56: models/darkmod/props/textures/tools
DDS only:57: models/darkmod/props/textures/tools_local
DDS only:58: models/darkmod/props/textures/tools_s
DDS only:68: models/darkmod/props/textures/tools
DDS only:76: models/darkmod/props/textures/fireplace_wooden_d
DDS only:77: models/darkmod/props/textures/fireplace_wooden_s
DDS only:78: models/darkmod/props/textures/fireplace_wooden_local
DDS only:89: models/darkmod/props/textures/fireplace_wooden_d
DDS only:97: models/darkmod/props/textures/fireplace_brick_d
DDS only:99: models/darkmod/props/textures/fireplace_brick_local
DDS only:110: models/darkmod/props/textures/fireplace_brick_d
DDS only:118: models/darkmod/props/textures/fireplace_stone_d
DDS only:119: models/darkmod/props/textures/fireplace_stone_s
DDS only:120: models/darkmod/props/textures/fireplace_stone_local
DDS only:131: models/darkmod/props/textures/fireplace_stone_d
DDS only:5: models/darkmod/props/textures/tree_01_d
DDS only:6: models/darkmod/props/textures/tree_01_local
DDS only:7: models/darkmod/props/textures/tree_01_s
DDS only:17: models/darkmod/props/textures/tree_01_d
DDS only:31: models/darkmod/props/textures/tree_01_leaves_d
DDS only:43: models/darkmod/props/textures/tree_01_leaves_d

materials/guard.mtr
Missing:5: models/guard/guard
Missing:15: models/guard/guard
Missing:25: models/guard/guardarmour
Missing:35: models/guard/guardarmour
Missing:47: models/chars/undead/revenant/skirtacol
Missing:51: models/chars/builders/guard/builder_local
Missing:52: models/chars/undead/revenant/skirt_s
Missing:62: models/chars/undead/revenant/skirtacol
Missing:74: models/chars/undead/revenant/hauntarmor_d
Missing:78: models/chars/builders/guard/builderarmor_local
Missing:79: models/chars/undead/revenant/hauntarmor_s
Missing:89: models/chars/undead/revenant/hauntarmor_d
DDS only:3: models/darkmod/nature/tree_d
DDS only:8: models/darkmod/nature/tree_d
DDS only:12: models/darkmod/nature/tree_s
DDS only:16: models/darkmod/nature/tree_l
DDS only:23: models/darkmod/nature/tree_d
DDS only:29: models/darkmod/nature/leaves_d
DDS only:35: models/darkmod/nature/leaves_d
DDS only:44: models/darkmod/nature/leaves_s
DDS only:51: models/darkmod/nature/leaves_l
DDS only:61: models/darkmod/nature/leaves_d
DDS only:8: models/darkmod/architecture/small_church/small_church
DDS only:18: models/darkmod/architecture/small_house2/small_house2
DDS only:29: models/darkmod/props/textures/dome_d
DDS only:30: models/darkmod/props/textures/dome_local
DDS only:40: models/darkmod/props/textures/dome_d
DDS only:50: models/darkmod/props/textures/rail1_d
DDS only:51: models/darkmod/props/textures/rail1_local
DDS only:61: models/darkmod/props/textures/rail1_d
DDS only:74: models/darkmod/architecture/warehouse/warehouse_roof_d
DDS only:75: models/darkmod/architecture/warehouse/warehouse_roof_local
DDS only:85: models/darkmod/architecture/warehouse/warehouse_roof_d
DDS only:100: models/darkmod/architecture/metalrust_d
DDS only:103: models/darkmod/architecture/metalrust_n
DDS only:113: models/darkmod/architecture/metalrust_d
DDS only:123: models/darkmod/architecture/metalrust_d
DDS only:124: models/darkmod/architecture/metalrust_n
DDS only:134: models/darkmod/architecture/metalrust_d
DDS only:149: models/darkmod/props/textures/bwindow1
DDS only:150: models/darkmod/props/textures/bwindow1_local
DDS only:151: models/darkmod/props/textures/bwindow1_s
DDS only:161: models/darkmod/props/textures/bwindow1
DDS only:171: models/darkmod/architecture/windows/warehouse_window_dark_d
DDS only:172: models/darkmod/architecture/windows/warehouse_window_dark_s
DDS only:182: models/darkmod/architecture/windows/warehouse_window_dark_d
DDS only:192: models/darkmod/architecture/windows/warehouse_window_light_d
DDS only:193: models/darkmod/architecture/windows/warehouse_window_dark_s
DDS only:203: models/darkmod/architecture/windows/warehouse_window_light_d
DDS only:213: models/darkmod/architecture/windows/bricked_window_d
DDS only:214: models/darkmod/architecture/windows/bricked_window_local
DDS only:224: models/darkmod/architecture/windows/bricked_window_d
DDS only:234: models/darkmod/props/textures/lampmetal_d
DDS only:235: models/darkmod/architecture/windows/warehouse_window_bars_local
DDS only:236: models/darkmod/architecture/windows/warehouse_window_bars_s
DDS only:246: models/darkmod/props/textures/lampmetal_d
DDS only:259: textures/darkmod/mansion/wall/manwbrick01
DDS only:260: textures/darkmod/mansion/wall/manwbrick01
DDS only:262: textures/darkmod/mansion/wall/manwbrick01_local
DDS only:273: textures/darkmod/mansion/wall/manwbrick01
DDS only:283: textures/darkmod/mansion/wall/manwtrim03
DDS only:284: textures/darkmod/mansion/wall/manwtrim03
DDS only:285: textures/darkmod/mansion/wall/manwtrim03_s
DDS only:286: textures/darkmod/mansion/wall/manwtrim03_local
DDS only:297: textures/darkmod/mansion/wall/manwtrim03

materials/architecture.mtr
Missing:307: textures/darkmod/nature/plant_02
Missing:314: textures/darkmod/nature/plant_02
Missing:326: textures/darkmod/nature/plant_02
Missing:334: textures/gw_dm1/tree/bark_02
Missing:338: textures/gw_dm1/tree/bark_02
Missing:339: textures/gw_dm1/tree/bark_02_local
Missing:349: textures/gw_dm1/tree/bark_02
DDS only:358: textures/darkmod/mansion/wall/manwtrim07
DDS only:359: textures/darkmod/mansion/wall/manwtrim07
DDS only:360: textures/darkmod/mansion/wall/manwtrim07_local
DDS only:371: textures/darkmod/mansion/wall/manwtrim07
DDS only:380: textures/darkmod/mansion/window/manwindow02
DDS only:381: textures/darkmod/mansion/window/manwindow02
DDS only:382: textures/darkmod/mansion/window/manwindow02_s
DDS only:383: textures/darkmod/mansion/window/manwindow02_local
DDS only:393: textures/darkmod/mansion/window/manwindow02
DDS only:403: textures/darkmod/mansion/window/manwindow02b
DDS only:404: textures/darkmod/mansion/window/manwindow02b
DDS only:405: textures/darkmod/mansion/window/manwindow02_s
DDS only:406: textures/darkmod/mansion/window/manwindow02_local
DDS only:416: textures/darkmod/mansion/window/manwindow02b
DDS only:425: textures/darkmod/mansion/window/manwindow02d
DDS only:426: textures/darkmod/mansion/window/manwindow02d
DDS only:427: textures/darkmod/mansion/window/manwindow02_s
DDS only:428: textures/darkmod/mansion/window/manwindow02_local
DDS only:438: textures/darkmod/mansion/window/manwindow02d
DDS only:447: textures/darkmod/mansion/window/manwindow02c
DDS only:448: textures/darkmod/mansion/window/manwindow02c
DDS only:449: textures/darkmod/mansion/window/manwindow02_s
DDS only:450: textures/darkmod/mansion/window/manwindow02_local
DDS only:460: textures/darkmod/mansion/window/manwindow02c
DDS only:471: textures/darkmod/wood/floor/boards_polished_002_dim_editor
DDS only:472: textures/darkmod/wood/floor/boards_polished_002_local
DDS only:473: textures/darkmod/wood/floor/boards_polished_002
DDS only:474: textures/darkmod/wood/floor/boards_polished_002_s
DDS only:485: textures/darkmod/wood/floor/boards_polished_002
DDS only:494: textures/darkmod/wood/floor/boards_polished_002_dim_editor
DDS only:495: textures/darkmod/wood/floor/boards_polished_002_local
DDS only:498: textures/darkmod/wood/floor/boards_polished_002
DDS only:503: textures/darkmod/wood/floor/boards_polished_002_s
DDS only:514: textures/darkmod/wood/floor/boards_polished_002
DDS only:529: textures/darkmod/sfx/manwindow02b_withalpha
DDS only:530: textures/darkmod/mansion/window/manwindow02_s
DDS only:531: textures/darkmod/mansion/window/manwindow02_local
DDS only:542: textures/darkmod/mansion/window/manwindow02b
DDS only:548: textures/darkmod/sfx/manwindow02b_withalpha
Missing:564: textures/glass/glass1
Missing:568: textures/glass/glass1)
Missing:583: textures/glass/outdoor_glass1fx
Missing:595: textures/glass/glass1
DDS only:612: models/darkmod/door_related/warehouse_frontdoor_frame_withalpha
DDS only:624: models/darkmod/door_related/warehouse_frontdoor_frame_d
DDS only:630: models/darkmod/door_related/warehouse_frontdoor_frame_withalpha
DDS only:642: textures/darkmod/wood/floor/boards_polished_002_editor
